id,source_language,source_document,source_text,reference_translation,baseline_translation,finetuned_translation,iks_translation,iks_validation_status,iks_validation_confidence,val_translation_quality,val_semantic_consistency,val_iks_preservation,val_context_preservation,val_historical_consistency,val_unsupported_additions,val_missing_meaning
IKS002697,Tamil,Natrinai,"தண் கடல் சேர்ப்பன் அறம் தர
பெரிய நெஞ்சே தரும் மாலை
வினை வரும் வழி.","As the lord of the cool shore gives virtue, the noble/great heart gives/bestows in the evening, waiting for action.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அறம் தர
பெர...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அறம் தர
பெர...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அறம் தர
பெர...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000839,Tamil,Thirukkural,"உள்ளம் நில்லாத இன்பம் வளர்க்கும்
நட்பு சிறிய அருள் தரும்.",Mind of the transitory/impermanence who have pleasure nurtures/grows; the base/lowly friendship gives/bestows grace.,[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் நில்லாத இன்பம் வளர்க்கு...',[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் நில்லாத இன்பம் வளர்க்கு...',[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் நில்லாத இன்பம் வளர்க்கு...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001925,Tamil,Pazhamozhi Naanooru,"செல்வம் பெரிய நிற்கும்
மானம் நிற்கும் உள்ளம்.",Possessing noble/great prosperity stands/endures; this stands/endures mind through honour.,"[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் பெரிய நிற்கும்
மானம் ந...'","[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் பெரிய நிற்கும்
மானம் ந...'","[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் பெரிய நிற்கும்
மானம் ந...' (Contextual meaning: Social righteousness, virtue, and ethical conduct in daily life.)",REVIEW,0.5,0.64,0.0,0.17,0.33,1.0,1.0,1.0
IKS000854,Tamil,Thirukkural,"யாக்கை தீய அன்பு ஒழிக்கும்
பொருள் சிறிய செல்வம் தரும்.",Body of the wicked/harmful who have love removes/dispels; the base/lowly wealth gives/bestows prosperity.,"[Mock Translation (Tamil -> English)]: Translated version of 'யாக்கை தீய அன்பு ஒழிக்கும்
பொர...'","[Mock Translation (Tamil -> English)]: Translated version of 'யாக்கை தீய அன்பு ஒழிக்கும்
பொர...'","[Mock Translation (Tamil -> English)]: Translated version of 'யாக்கை தீய அன்பு ஒழிக்கும்
பொர...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003019,Tamil,Manimekalai,"நில்லாத பொருள் தரும் நகரில்
சிறந்த செல்வம் ஒழிக்கும் மாந்தர்.","In the city where transitory/impermanence wealth gives/bestows, the excellent people removes/dispels prosperity.","[Mock Translation (Tamil -> English)]: Translated version of 'நில்லாத பொருள் தரும் நகரில்
சி...'","[Mock Translation (Tamil -> English)]: Translated version of 'நில்லாத பொருள் தரும் நகரில்
சி...'","[Mock Translation (Tamil -> English)]: Translated version of 'நில்லாத பொருள் தரும் நகரில்
சி...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001741,Tamil,Naladiyar,"அறிவு இனிய உய்க்கும்
இளமை தரும் வாய்மை.",Possessing sweet/pleasant wisdom guides/elevates; this gives/bestows truth through youth.,"[Mock Translation (Tamil -> English)]: Translated version of 'அறிவு இனிய உய்க்கும்
இளமை தரும...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறிவு இனிய உய்க்கும்
இளமை தரும...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறிவு இனிய உய்க்கும்
இளமை தரும...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002776,Tamil,Ainkurunuru,"தண் கடல் சேர்ப்பன் அன்பு தர
சிறிய நெஞ்சே வளர்க்கும் மாலை
அறிவு வரும் வழி.","As the lord of the cool shore gives love, the base/lowly heart nurtures/grows in the evening, waiting for wisdom.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அன்பு தர
சி...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அன்பு தர
சி...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அன்பு தர
சி...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000513,Tamil,Thirukkural,"ஈகை தீய நாடு விளைக்கும்
இன்பம் சிறிய ஈகை சேர்க்கும்.",Giving of the wicked/harmful who have nation yields/produces; the base/lowly pleasure gathers/unites giving.,"[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை தீய நாடு விளைக்கும்
இன்பம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை தீய நாடு விளைக்கும்
இன்பம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை தீய நாடு விளைக்கும்
இன்பம்...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002900,Tamil,Silappathikaram,"சிறிய மானம் நிற்கும் நகரில்
தீய வினை செய்யும் மாந்தர்.","In the city where base/lowly honour stands/endures, the wicked/harmful people accomplishes/does action.","[Mock Translation (Tamil -> English)]: Translated version of 'சிறிய மானம் நிற்கும் நகரில்
தீ...'","[Mock Translation (Tamil -> English)]: Translated version of 'சிறிய மானம் நிற்கும் நகரில்
தீ...'","[Mock Translation (Tamil -> English)]: Translated version of 'சிறிய மானம் நிற்கும் நகரில்
தீ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001916,Tamil,Naladiyar,"அன்பு உடையார் வளர்க்கும்
ஒழுக்கம் தரும் ஒழுக்கம்.",Possessing possessing love nurtures/grows; this gives/bestows conduct through conduct.,"[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு உடையார் வளர்க்கும்
ஒழுக்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு உடையார் வளர்க்கும்
ஒழுக்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு உடையார் வளர்க்கும்
ஒழுக்...' (Contextual meaning: Affection, pure love, and emotional attachment.)",REVIEW,0.43,0.59,0.0,0.1,0.0,1.0,1.0,1.0
IKS001608,Tamil,Naladiyar,"கல்வி நில்லாத செய்யும்
அறிவு தரும் ஒழுக்கம்.",Possessing transitory/impermanence learning accomplishes/does; this gives/bestows conduct through wisdom.,"[Mock Translation (Tamil -> English)]: Translated version of 'கல்வி நில்லாத செய்யும்
அறிவு த...'","[Mock Translation (Tamil -> English)]: Translated version of 'கல்வி நில்லாத செய்யும்
அறிவு த...'","[Mock Translation (Tamil -> English)]: Translated version of 'கல்வி நில்லாத செய்யும்
அறிவு த...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001138,Tamil,Thirukkural,"பொருள் சிறிய யாக்கை காக்கும்
வினை சிறிய அருள் வளர்க்கும்.",Wealth of the base/lowly who have body protects/guards; the base/lowly action nurtures/grows grace.,"[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் சிறிய யாக்கை காக்கும்
வ...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் சிறிய யாக்கை காக்கும்
வ...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் சிறிய யாக்கை காக்கும்
வ...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001816,Tamil,Naladiyar,"மன்னன் சிறந்த தரும்
பொருள் காக்கும் ஒழுக்கம்.",Possessing excellent king gives/bestows; this protects/guards conduct through wealth.,"[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறந்த தரும்
பொருள் காக...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறந்த தரும்
பொருள் காக...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறந்த தரும்
பொருள் காக...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001111,Tamil,Thirukkural,"ஒழுக்கம் நில்லாத நாடு கெடுக்கும்
அறிவு இல்லார் மன்னன் விளைக்கும்.",Conduct of the transitory/impermanence who have nation destroys/ruins; the lacking wisdom yields/produces king.,[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் நில்லாத நாடு கெடுக்கு...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் நில்லாத நாடு கெடுக்கு...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் நில்லாத நாடு கெடுக்கு...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002781,Tamil,Ainkurunuru,"தண் கடல் சேர்ப்பன் ஒழுக்கம் தர
உடையார் நெஞ்சே கெடுக்கும் மாலை
மானம் வரும் வழி.","As the lord of the cool shore gives conduct, the possessing heart destroys/ruins in the evening, waiting for honour.",[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் ஒழுக்கம் தர...',[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் ஒழுக்கம் தர...',[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் ஒழுக்கம் தர...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002391,Tamil,Akananuru,"தண் கடல் சேர்ப்பன் நாடு தர
இல்லார் நெஞ்சே உய்க்கும் மாலை
கேள்வி வரும் வழி.","As the lord of the cool shore gives nation, the lacking heart guides/elevates in the evening, waiting for listening.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் நாடு தர
இல்...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் நாடு தர
இல்...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் நாடு தர
இல்...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002593,Tamil,Kurunthogai,"தண் கடல் சேர்ப்பன் செல்வம் தர
இனிய நெஞ்சே வளர்க்கும் மாலை
செல்வம் வரும் வழி.","As the lord of the cool shore gives prosperity, the sweet/pleasant heart nurtures/grows in the evening, waiting for prosperity.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் செல்வம் தர
...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் செல்வம் தர
...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் செல்வம் தர
...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000202,Tamil,Manimekalai,"ஒழுக்கங்கள் ஒன்றுக்கு ஒன்று உதவின
ஒழுக்கங்கள் ஒன்றாக உயர்ந்தன.",The ways of conduct helped one another; the ways of conduct rose together as one.,[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கங்கள் ஒன்றுக்கு ஒன்று உத...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கங்கள் ஒன்றுக்கு ஒன்று உத...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கங்கள் ஒன்றுக்கு ஒன்று உத...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002173,Tamil,Pazhamozhi Naanooru,"இன்பம் சிறிய வளர்க்கும்
யாக்கை சேர்க்கும் தவம்.",Possessing base/lowly pleasure nurtures/grows; this gathers/unites penance through body.,"[Mock Translation (Tamil -> English)]: Translated version of 'இன்பம் சிறிய வளர்க்கும்
யாக்கை...'","[Mock Translation (Tamil -> English)]: Translated version of 'இன்பம் சிறிய வளர்க்கும்
யாக்கை...'","[Mock Translation (Tamil -> English)]: Translated version of 'இன்பம் சிறிய வளர்க்கும்
யாக்கை...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001008,Tamil,Thirukkural,"ஒழுக்கம் இல்லார் இளமை காக்கும்
இளமை சிறிய கல்வி வளர்க்கும்.",Conduct of the lacking who have youth protects/guards; the base/lowly youth nurtures/grows learning.,[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் இல்லார் இளமை காக்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் இல்லார் இளமை காக்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் இல்லார் இளமை காக்கும்...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002561,Tamil,Kurunthogai,"தண் கடல் சேர்ப்பன் செல்வம் தர
பெரிய நெஞ்சே ஒழிக்கும் மாலை
பொருள் வரும் வழி.","As the lord of the cool shore gives prosperity, the noble/great heart removes/dispels in the evening, waiting for wealth.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் செல்வம் தர
...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் செல்வம் தர
...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் செல்வம் தர
...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS003077,Tamil,Tolkappiyam,"மன்னன் சிறிய சேர்க்கும்
இன்பம் சேர்க்கும்.",The rule of king which is base/lowly gathers/unites; this leads to pleasure which gathers/unites.,"[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறிய சேர்க்கும்
இன்பம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறிய சேர்க்கும்
இன்பம்...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறிய சேர்க்கும்
இன்பம்...' (Contextual meaning: Affection, pure love, and emotional attachment.)",REVIEW,0.48,0.59,0.0,0.14,0.33,1.0,0.87,1.0
IKS001566,Tamil,Naladiyar,"வாய்மை உடையார் சேர்க்கும்
ஈகை காக்கும் ஈகை.",Possessing possessing truth gathers/unites; this protects/guards giving through giving.,"[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை உடையார் சேர்க்கும்
ஈகை ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை உடையார் சேர்க்கும்
ஈகை ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை உடையார் சேர்க்கும்
ஈகை ...' (Contextual meaning: Ethical restraint, personal integrity, and moral discipline.)",REVIEW,0.54,0.64,0.0,0.43,0.67,0.5,1.0,1.0
IKS001400,Tamil,Thirukkural,"பொருள் இனிய நாடு நிற்கும்
செல்வம் உடையார் வினை வளர்க்கும்.",Wealth of the sweet/pleasant who have nation stands/endures; the possessing prosperity nurtures/grows action.,"[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் இனிய நாடு நிற்கும்
செல்...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் இனிய நாடு நிற்கும்
செல்...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் இனிய நாடு நிற்கும்
செல்...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000559,Tamil,Thirukkural,"ஒழுக்கம் தீய ஒழுக்கம் சேர்க்கும்
நட்பு உடையார் யாக்கை சேர்க்கும்.",Conduct of the wicked/harmful who have conduct gathers/unites; the possessing friendship gathers/unites body.,[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் தீய ஒழுக்கம் சேர்க்கு...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் தீய ஒழுக்கம் சேர்க்கு...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் தீய ஒழுக்கம் சேர்க்கு...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001990,Tamil,Pazhamozhi Naanooru,"கேள்வி சிறிய செய்யும்
நாடு செய்யும் பொருள்.",Possessing base/lowly listening accomplishes/does; this accomplishes/does wealth through nation.,"[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறிய செய்யும்
நாடு செய...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறிய செய்யும்
நாடு செய...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறிய செய்யும்
நாடு செய...' (Contextual meaning: Affection, pure love, and emotional attachment.)",REVIEW,0.5,0.61,0.0,0.17,0.33,1.0,1.0,1.0
IKS001196,Tamil,Thirukkural,"ஈகை இல்லார் அருள் சேர்க்கும்
பொருள் தீய அறிவு தரும்.",Giving of the lacking who have grace gathers/unites; the wicked/harmful wealth gives/bestows wisdom.,"[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை இல்லார் அருள் சேர்க்கும்
ப...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை இல்லார் அருள் சேர்க்கும்
ப...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை இல்லார் அருள் சேர்க்கும்
ப...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003468,Tamil,Iniyavai Narpathu,"மன்னன் தீய நிற்கும்
உள்ளம் சேர்க்கும் உள்ளம்.",Possessing wicked/harmful king stands/endures; this gathers/unites mind through mind.,"[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் தீய நிற்கும்
உள்ளம் சேர...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் தீய நிற்கும்
உள்ளம் சேர...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் தீய நிற்கும்
உள்ளம் சேர...' (Contextual meaning: Social righteousness, virtue, and ethical conduct in daily life.)",REVIEW,0.53,0.64,0.0,0.33,0.33,1.0,1.0,1.0
IKS000128,Tamil,Thirukkural,"ஒக்காமை யுடையான் உண்ணாமை குறைவுடையான்
நல்காமை யிரண்டும் நலனில.","Two things are without merit: for the prosperous not to eat, and for the wealthy not to give.",[Mock Translation (Tamil -> English)]: Translated version of 'ஒக்காமை யுடையான் உண்ணாமை குறைவ...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒக்காமை யுடையான் உண்ணாமை குறைவ...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒக்காமை யுடையான் உண்ணாமை குறைவ...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002317,Tamil,Purananuru,"வேல் கொண்டு வென்றான் கல்வி
கொடை தரும் சிறந்த நட்பு
மன்னன் புகழ் செய்யும் உலகு.","Winning with the spear, learning is established; the excellent friendship gives charity, and the king's glory accomplishes/does the world.","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கல்வி
கொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கல்வி
கொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கல்வி
கொ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000381,Tamil,Pazhamozhi Naanooru,"பூவும் காயும் பொலிவும் தரும் மரம்
தாவும் தரு கதிர் தழைத்த நிலம்.",A tree gives both flower and fruit with splendour; a land with growing rays flourishes.,[Mock Translation (Tamil -> English)]: Translated version of 'பூவும் காயும் பொலிவும் தரும் ம...',[Mock Translation (Tamil -> English)]: Translated version of 'பூவும் காயும் பொலிவும் தரும் ம...',[Mock Translation (Tamil -> English)]: Translated version of 'பூவும் காயும் பொலிவும் தரும் ம...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000792,Tamil,Thirukkural,"தவம் நில்லாத யாக்கை வளர்க்கும்
இன்பம் நில்லாத மன்னன் வளர்க்கும்.",Penance of the transitory/impermanence who have body nurtures/grows; the transitory/impermanence pleasure nurtures/grows king.,[Mock Translation (Tamil -> English)]: Translated version of 'தவம் நில்லாத யாக்கை வளர்க்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'தவம் நில்லாத யாக்கை வளர்க்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'தவம் நில்லாத யாக்கை வளர்க்கும்...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002001,Tamil,Pazhamozhi Naanooru,"பொருள் பெரிய காக்கும்
மன்னன் உய்க்கும் இன்பம்.",Possessing noble/great wealth protects/guards; this guides/elevates pleasure through king.,"[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் பெரிய காக்கும்
மன்னன் உ...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் பெரிய காக்கும்
மன்னன் உ...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் பெரிய காக்கும்
மன்னன் உ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000544,Tamil,Thirukkural,"உள்ளம் சிறிய உள்ளம் கெடுக்கும்
அறிவு இனிய அறம் ஒழிக்கும்.",Mind of the base/lowly who have mind destroys/ruins; the sweet/pleasant wisdom removes/dispels virtue.,[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் சிறிய உள்ளம் கெடுக்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் சிறிய உள்ளம் கெடுக்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'உள்ளம் சிறிய உள்ளம் கெடுக்கும்...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001394,Tamil,Thirukkural,"பொருள் சிறிய அருள் நிற்கும்
நாடு உடையார் இளமை ஒழிக்கும்.",Wealth of the base/lowly who have grace stands/endures; the possessing nation removes/dispels youth.,"[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் சிறிய அருள் நிற்கும்
நா...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் சிறிய அருள் நிற்கும்
நா...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் சிறிய அருள் நிற்கும்
நா...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001871,Tamil,Naladiyar,"பொருள் பெரிய உய்க்கும்
அருள் தரும் உள்ளம்.",Possessing noble/great wealth guides/elevates; this gives/bestows mind through grace.,"[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் பெரிய உய்க்கும்
அருள் த...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் பெரிய உய்க்கும்
அருள் த...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் பெரிய உய்க்கும்
அருள் த...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002163,Tamil,Pazhamozhi Naanooru,"நட்பு இல்லார் கெடுக்கும்
தவம் காக்கும் மானம்.",Possessing lacking friendship destroys/ruins; this protects/guards honour through penance.,"[Mock Translation (Tamil -> English)]: Translated version of 'நட்பு இல்லார் கெடுக்கும்
தவம் ...'","[Mock Translation (Tamil -> English)]: Translated version of 'நட்பு இல்லார் கெடுக்கும்
தவம் ...'","[Mock Translation (Tamil -> English)]: Translated version of 'நட்பு இல்லார் கெடுக்கும்
தவம் ...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001737,Tamil,Naladiyar,"ஒழுக்கம் தீய தரும்
யாக்கை வளர்க்கும் மானம்.",Possessing wicked/harmful conduct gives/bestows; this nurtures/grows honour through body.,"[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் தீய தரும்
யாக்கை வளர்...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் தீய தரும்
யாக்கை வளர்...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் தீய தரும்
யாக்கை வளர்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003046,Tamil,Manimekalai,"சிறிய அருள் தரும் நகரில்
உடையார் இளமை ஒழிக்கும் மாந்தர்.","In the city where base/lowly grace gives/bestows, the possessing people removes/dispels youth.","[Mock Translation (Tamil -> English)]: Translated version of 'சிறிய அருள் தரும் நகரில்
உடையா...'","[Mock Translation (Tamil -> English)]: Translated version of 'சிறிய அருள் தரும் நகரில்
உடையா...'","[Mock Translation (Tamil -> English)]: Translated version of 'சிறிய அருள் தரும் நகரில்
உடையா...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000665,Tamil,Thirukkural,"வினை சிறந்த கேள்வி சேர்க்கும்
அறம் சிறந்த மன்னன் விளைக்கும்.",Action of the excellent who have listening gathers/unites; the excellent virtue yields/produces king.,"[Mock Translation (Tamil -> English)]: Translated version of 'வினை சிறந்த கேள்வி சேர்க்கும்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'வினை சிறந்த கேள்வி சேர்க்கும்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'வினை சிறந்த கேள்வி சேர்க்கும்
...' (Contextual meaning: Social righteousness, virtue, and ethical conduct in daily life.)",REVIEW,0.49,0.64,0.0,0.4,0.0,1.0,1.0,1.0
IKS002279,Tamil,Purananuru,"வேல் கொண்டு வென்றான் இளமை
கொடை தரும் நில்லாத ஈகை
மன்னன் புகழ் நிற்கும் உலகு.","Winning with the spear, youth is established; the transitory/impermanence giving gives charity, and the king's glory stands/endures the world.","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் இளமை
கொட...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் இளமை
கொட...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் இளமை
கொட...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002599,Tamil,Kurunthogai,"தண் கடல் சேர்ப்பன் அறம் தர
உடையார் நெஞ்சே உய்க்கும் மாலை
ஒழுக்கம் வரும் வழி.","As the lord of the cool shore gives virtue, the possessing heart guides/elevates in the evening, waiting for conduct.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அறம் தர
உடை...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அறம் தர
உடை...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அறம் தர
உடை...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000159,Tamil,Thirukkural,"மடியிலா மன்னவன் எய்தும் விடியல்போல்
வேந்தர்க்கு வேண்டும் விழுப்பு.","Like dawn that never delays, the king who is without lethargy attains honour—such urgency is needed by rulers.",[Mock Translation (Tamil -> English)]: Translated version of 'மடியிலா மன்னவன் எய்தும் விடியல...',[Mock Translation (Tamil -> English)]: Translated version of 'மடியிலா மன்னவன் எய்தும் விடியல...',[Mock Translation (Tamil -> English)]: Translated version of 'மடியிலா மன்னவன் எய்தும் விடியல...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002213,Tamil,Purananuru,"வேல் கொண்டு வென்றான் கேள்வி
கொடை தரும் பெரிய இளமை
மன்னன் புகழ் காக்கும் உலகு.","Winning with the spear, listening is established; the noble/great youth gives charity, and the king's glory protects/guards the world.","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கேள்வி
க...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கேள்வி
க...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கேள்வி
க...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
